STANDARD_NAME	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA
SYSTEMATIC_NAME	M39417
CATEGORY_CODE	C2
SUB_CATEGORY_CODE	CP:WIKIPATHWAYS
MSIGDB_URL	https://www.gsea-msigdb.org/gsea/msigdb/cards/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA
CHIP	Human_NCBI_Gene_ID
DESCRIPTION_BRIEF	Electron transport chain: OXPHOS system in mitochondria
DESCRIPTION_FULL	
PMID	
GEOID	
AUTHORS	
CONTRIBUTOR	WikiPathways
CONTRIBUTOR_ORG	WikiPathways
EXACT_SOURCE	WP111
FILTERED_BY_SIMILARITY	
EXTERNAL_NAMES_FOR_SIMILAR_TERMS	
EXTERNAL_DETAILS_URL	http://www.wikipathways.org/instance/WP111_r117097
GENESET_LISTING_URL	
MEMBERS	100500805,100616403,10063,102465669,10476,10632,10975,1327,1329,1337,1339,1340,1345,1346,1347,1349,1350,1351,1353,1355,27089,27109,291,292,293,29796,374291,4508,4509,4512,4513,4514,4519,4535,4536,4537,4538,4539,4540,4541,4694,4695,4696,4697,4698,4700,4701,4702,4704,4705,4706,4707,4708,4709,4710,4711,4712,4713,4714,4715,4716,4717,4718,4719,4720,4722,4723,4724,4725,4726,4728,4729,4731,498,506,509,513,514,515,516,517,518,521,522,539,55967,6341,6389,6390,6391,6392,6834,7350,7351,7352,7381,7384,7385,7386,7388,9016,9167,9377,93974,9481,9551
MAPPED_SYMBOLS	SNORD138,MIR4691,COX17,MIR7113,ATP5PD,ATP5MG,UQCR11,COX4I1,COX5B,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7A2,COX7B,COX7C,COX8A,COX11,COX15,UQCRQ,DMAC2L,SLC25A4,SLC25A5,SLC25A6,UQCR10,NDUFS7,MT-ATP6,MT-ATP8,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,MT-ND6,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFA10,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFB10,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFV1,NDUFS4,NDUFS5,NDUFS6,NDUFS8,NDUFV2,NDUFV3,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5PB,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5PF,ATP5PO,NDUFA12,SCO1,SDHA,SDHB,SDHC,SDHD,SURF1,UCP1,UCP2,UCP3,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,SLC25A14,COX7A2L,COX5A,ATP5IF1,SLC25A27,ATP5MF
