STANDARD_NAME	GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY
SYSTEMATIC_NAME	M16933
COLLECTION	C5:GO:BP
MSIGDB_URL	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY
NAMESPACE	Human_NCBI_Gene_ID
DESCRIPTION_BRIEF	Any process that modulates the frequency, rate or extent of apoptotic signaling pathway. [GOC:mtg_apoptosis]
DESCRIPTION_FULL	
PMID	
GEOID	
AUTHORS	
CONTRIBUTOR	Gene Ontology
CONTRIBUTOR_ORG	Gene Ontology Consortium
EXACT_SOURCE	GO:2001233
FILTERED_BY_SIMILARITY	
EXTERNAL_NAMES_FOR_SIMILAR_TERMS	
EXTERNAL_DETAILS_URL	http://amigo.geneontology.org/amigo/term/GO:2001233
SOURCE_MEMBERS	10018,100533105,10059,10105,10116,10131,10134,10197,1032,10399,10413,10449,10488,10525,10616,10625,1075,10771,10955,10961,11035,11124,11315,114971,117584,1191,120892,1280,135,138065,138151,142,1437,1457,1459,147138,1491,1495,1499,151112,1512,1513,1514,1515,1520,1524,153090,1540,1621,162989,1649,1654,1687,183,186,1984,201163,2017,2023,2056,207,2070,2138,2139,2140,219699,219790,220042,2243,2244,2255,2260,2266,22954,23017,23028,23411,23542,23604,23678,2395,246330,2537,255027,259230,25946,26155,2623,2626,26471,26574,2668,27035,27069,27113,27166,2729,2730,27429,2771,2773,2852,2876,28978,2907,291,29108,292,2923,293,2932,2950,29949,29979,3064,3065,3070,3082,3091,3148,3162,317,3190,3301,3303,3304,3315,3383,342977,3456,3479,355,3552,3553,3565,3574,3578,3622,3624,3625,3630,3651,3655,367,3685,3717,389400,3932,3958,4000,4050,4055,406921,406948,406950,406952,406962,406975,406991,406992,407006,407007,407017,407019,409,4102,4118,4150,4170,4193,4282,4318,4335,4487,4582,4609,467,4690,4722,4763,4776,4780,4804,4824,4841,4846,4929,497189,4976,5034,50484,50486,5054,5062,5071,51024,51060,51079,51330,51499,51530,51588,51616,51657,51741,5196,5291,5326,5329,5366,5371,53832,5414,54209,54361,54475,54700,5478,54929,54978,5499,55011,55023,55031,551,55179,5518,5519,55294,554213,55437,55486,5580,55829,5598,5601,5607,56624,5663,56658,56917,57007,57144,5716,572,5728,5743,57448,57630,5770,5771,578,57805,5788,581,5859,5883,5894,5925,596,5970,5979,598,599,6135,6154,6188,6198,6201,624,627,6279,6280,637,6376,6387,63979,64114,6421,6422,6423,6477,6478,64798,648,64844,6498,65018,652,653,658,6591,6615,6647,6648,666,6672,6714,672,6788,6789,6810,6880,6934,7001,7009,7015,7046,7057,7078,7124,7128,7157,7164,7178,7185,7186,7314,7417,7466,7494,754,7703,7857,79156,79370,79886,79915,80196,80237,81618,8326,83447,835,83596,83787,8382,8406,84231,84289,8440,84447,84893,8531,85450,85508,8567,857,8575,8626,8678,8682,8692,8725,8737,8738,8742,8743,8772,8829,8837,8870,8876,8915,8996,90,90993,9181,9241,9368,9451,9479,9500,9521,9529,960,9709,972,9774,9821,9958
